student_id,attendance_rate,homework_submission_rate,exam_score_avg,gate_pass_violations,bus_delay_minutes,sentiment_score,sentiment_text,gamified_points,risk_label
STU00804,56.18,88.89,73.81,0,1,0.64,Had a good day at school,1257,0
STU00805,72.73,74.81,78.53,0,1,0.59,Love my teachers,1140,0
STU00806,65.6,76.37,70.5,1,2,0.56,Love my teachers,1116,0
STU00807,81.71,70.37,81.35,0,5,0.48,I feel great today,1110,0
STU00808,89.23,43.39,55.89,0,8,-0.63,Nobody wants to talk to me,713,1
STU00809,83.06,49.13,69.11,0,3,-0.93,Struggling with math,836,1
STU00810,94.92,71.76,100.0,1,0,0.67,I feel great today,1217,0
STU00811,83.72,77.52,67.21,0,4,-0.02,Had a good day at school,1111,0
STU00812,94.64,54.81,68.45,0,7,0.08,Feeling very overwhelmed,890,0
STU00813,83.18,71.66,66.1,0,9,0.1,Excited for the football game,1047,0
STU00814,94.18,78.48,55.76,0,14,0.12,Had a good day at school,1063,0
STU00815,60.87,79.33,58.61,1,1,0.08,Love my teachers,1086,0
STU00816,80.7,50.97,77.11,0,11,0.08,So tired and stressed out,895,0
STU00817,79.16,57.93,56.47,0,11,-0.19,So tired and stressed out,861,0
STU00818,83.86,75.75,65.48,0,16,-0.19,Love my teachers,1084,0
STU00819,92.13,43.1,52.35,0,0,-0.45,Nobody wants to talk to me,692,1
STU00820,91.68,88.04,80.25,0,0,0.41,I feel great today,1281,0
STU00821,70.72,78.91,81.86,0,0,0.93,Had a good day at school,1198,0
STU00822,96.33,57.71,78.4,0,2,-0.8,Too much pressure,969,1
STU00823,84.6,80.54,71.39,0,0,0.13,Love my teachers,1162,0
STU00824,83.89,69.66,93.27,0,1,0.67,Class was fun,1162,0
STU00825,70.03,44.89,71.0,0,1,-0.49,Feeling very overwhelmed,803,1
STU00826,68.8,66.53,73.44,0,5,0.53,Love my teachers,1032,0
STU00827,71.73,80.32,76.79,1,9,0.51,Excited for the football game,1187,0
STU00828,94.64,81.75,54.59,1,7,-0.36,Too much pressure,1090,1
STU00829,59.79,87.64,73.66,1,8,0.41,Had a good day at school,1244,0
STU00830,85.8,92.18,90.34,1,0,0.83,I feel great today,1373,0
STU00831,84.82,74.07,64.28,2,0,0.55,Had a good day at school,1062,0
STU00832,95.47,52.6,96.01,0,4,-0.13,Feeling very overwhelmed,1006,0
STU00833,73.87,89.8,78.29,0,2,0.71,Excited for the football game,1289,0
STU00834,85.74,55.61,56.76,1,10,-0.19,I feel lonely during lunch,839,1
STU00835,61.15,86.65,60.25,0,9,0.26,Homework was easy,1167,0
STU00836,70.4,71.79,93.39,0,9,0.47,Love my teachers,1184,0
STU00837,72.05,48.36,83.75,0,8,-0.42,Struggling with math,902,1
STU00838,87.87,75.08,81.85,0,4,0.83,I feel great today,1160,0
STU00839,96.66,75.08,84.56,0,0,0.71,Had a good day at school,1173,0
STU00840,95.72,61.41,86.94,0,1,0.87,Love my teachers,1048,0
STU00841,69.05,72.32,87.82,1,1,0.85,Excited for the football game,1162,0
STU00842,64.65,40.12,69.23,1,0,-0.96,Feeling very overwhelmed,747,1
STU00843,89.12,75.94,74.21,0,4,0.13,Homework was easy,1130,0
STU00844,61.08,71.94,93.45,0,2,0.98,Homework was easy,1186,0
STU00845,71.61,81.84,54.54,1,4,-0.91,Feeling very overwhelmed,1091,1
STU00846,83.41,81.45,82.47,0,4,0.8,Homework was easy,1226,0
STU00847,88.99,76.13,62.62,0,1,-0.0,Excited for the football game,1074,0
STU00848,89.34,85.99,85.81,1,1,0.2,Love my teachers,1288,0
STU00849,86.38,84.28,79.6,2,4,0.83,Homework was easy,1240,0
STU00850,86.36,79.79,69.3,0,0,0.84,Love my teachers,1144,0
STU00851,93.02,83.95,63.8,0,3,0.34,Class was fun,1158,0
STU00852,68.58,85.85,52.6,2,0,-0.95,So tired and stressed out,1121,1
STU00853,83.23,54.21,80.14,1,5,-0.87,Nobody wants to talk to me,942,1
STU00854,88.2,60.36,69.93,1,0,0.45,Love my teachers,953,0
STU00855,74.67,68.0,77.64,0,5,0.78,Had a good day at school,1068,0
STU00856,75.78,74.31,63.03,0,2,0.99,Love my teachers,1058,0
STU00857,84.44,52.07,77.7,0,7,-0.02,Struggling with math,909,0
STU00858,79.69,52.32,72.45,1,0,-0.29,I feel lonely during lunch,885,1
STU00859,79.42,75.42,68.14,1,11,0.86,Had a good day at school,1094,0
STU00860,94.05,64.6,83.97,0,8,0.93,Homework was easy,1065,0
STU00861,75.94,65.97,88.33,2,2,0.56,Homework was easy,1101,0
STU00862,91.72,78.28,78.97,0,4,0.28,Homework was easy,1177,0
STU00863,77.88,74.52,66.32,0,18,0.62,Love my teachers,1076,0
STU00864,72.11,79.42,74.62,0,1,0.9,Had a good day at school,1167,0
STU00865,89.48,80.73,55.95,0,4,-0.11,Excited for the football game,1087,0
STU00866,92.83,68.31,64.11,0,1,0.83,Excited for the football game,1003,0
STU00867,86.22,75.3,78.51,0,12,0.96,Class was fun,1145,0
STU00868,91.99,54.55,65.04,0,2,-0.25,Feeling very overwhelmed,870,0
STU00869,83.92,57.49,63.33,0,4,-0.67,Struggling with math,891,1
STU00870,86.6,83.2,77.76,1,13,0.31,Homework was easy,1220,0
STU00871,67.7,80.31,67.14,1,0,0.28,Class was fun,1138,0
STU00872,89.82,90.97,68.91,0,7,0.45,Homework was easy,1254,0
STU00873,70.13,53.75,73.06,0,0,-0.52,I feel lonely during lunch,902,1
STU00874,90.76,59.54,83.73,0,8,-0.48,I feel lonely during lunch,1014,0
STU00875,92.49,73.22,70.16,0,2,-0.02,Love my teachers,1083,0
STU00876,75.68,46.45,89.29,0,0,-0.65,So tired and stressed out,910,1
STU00877,65.4,74.74,60.73,0,10,0.69,Excited for the football game,1051,0
STU00878,89.88,82.04,59.53,0,6,0.12,I feel great today,1118,0
STU00879,61.88,78.22,50.36,1,12,-0.68,So tired and stressed out,1034,1
STU00880,94.7,86.1,78.7,1,0,0.37,Excited for the football game,1254,0
STU00881,89.99,61.12,64.85,0,0,-0.11,Class was fun,935,0
STU00882,79.93,52.36,79.89,0,2,-0.56,So tired and stressed out,923,1
STU00883,70.86,87.99,74.55,1,2,-0.11,Class was fun,1252,0
STU00884,75.85,93.18,54.7,0,8,-0.81,Struggling with math,1205,1
STU00885,94.67,93.85,87.03,0,3,0.99,Excited for the football game,1373,0
STU00886,99.6,69.74,92.96,0,2,-0.1,Excited for the football game,1162,0
STU00887,72.65,59.25,57.31,1,2,0.19,Struggling with math,879,0
STU00888,80.59,59.06,90.66,1,7,-0.88,I feel lonely during lunch,1043,1
STU00889,87.07,82.62,89.63,0,4,0.61,Love my teachers,1274,0
STU00890,98.79,65.06,69.4,0,2,0.29,Excited for the football game,997,0
STU00891,95.85,80.1,77.45,1,2,0.55,Had a good day at school,1188,0
STU00892,75.18,84.03,58.86,0,1,0.3,I feel great today,1134,0
STU00893,68.51,63.34,67.64,0,12,0.03,Had a good day at school,971,0
STU00894,82.41,68.99,69.45,0,1,0.21,Class was fun,1037,0
STU00895,68.17,58.47,79.87,0,3,-0.75,Feeling very overwhelmed,984,1
STU00896,77.9,50.15,62.09,1,1,0.01,Nobody wants to talk to me,811,1
STU00897,96.45,55.57,96.79,0,4,-0.4,Too much pressure,1039,0
STU00898,68.71,76.22,77.07,1,2,0.52,Homework was easy,1147,0
STU00899,96.16,80.01,84.87,0,17,-0.03,Homework was easy,1224,0
STU00900,81.88,63.48,79.5,0,5,0.8,Had a good day at school,1032,0
STU00901,95.98,60.62,50.13,0,1,-0.0,Nobody wants to talk to me,856,0
STU00902,82.58,71.62,75.02,0,10,0.74,Love my teachers,1091,0
STU00903,83.18,63.91,62.77,0,0,0.46,Homework was easy,952,0
STU00904,62.53,89.15,91.01,0,1,-0.09,Love my teachers,1346,0
STU00905,80.74,54.59,83.24,1,2,-0.84,Too much pressure,962,1
STU00906,56.75,86.47,92.99,0,15,0.04,Homework was easy,1329,0
STU00907,68.98,79.97,74.54,0,0,0.81,Homework was easy,1172,0
STU00908,85.79,77.39,68.78,0,1,-0.02,I feel great today,1117,0
STU00909,81.64,77.11,77.69,0,5,0.83,I feel great today,1159,0
STU00910,82.36,40.49,78.99,1,7,-0.7,Struggling with math,799,1
STU00911,82.3,68.68,54.37,0,3,-0.53,Nobody wants to talk to me,958,1
STU00912,80.08,67.78,66.33,0,10,0.57,Homework was easy,1009,0
STU00913,95.57,43.75,72.68,0,2,-0.02,Too much pressure,800,0
STU00914,54.86,83.26,63.47,0,0,-0.04,Class was fun,1149,0
STU00915,93.07,72.98,94.07,0,0,-0.12,Excited for the football game,1200,0
STU00916,92.47,59.09,68.5,0,7,0.19,Too much pressure,933,0
STU00917,95.04,72.46,70.54,0,1,0.68,Had a good day at school,1077,0
STU00918,46.5,58.3,90.61,0,9,-0.09,Struggling with math,1036,0
STU00919,82.01,64.76,87.01,1,6,0.7,Homework was easy,1082,0
STU00920,75.9,49.5,63.75,0,6,-0.38,I feel lonely during lunch,813,1
STU00921,75.88,84.41,66.59,1,7,0.35,Had a good day at school,1177,0
STU00922,87.26,67.21,72.4,0,4,-0.1,Excited for the football game,1034,0
STU00923,82.15,44.29,61.75,0,3,-0.72,So tired and stressed out,751,1
STU00924,82.81,87.94,74.37,0,0,0.7,Love my teachers,1251,0
STU00925,91.55,73.25,67.12,0,4,0.3,Had a good day at school,1068,0
STU00926,71.18,89.38,58.42,0,0,0.25,Excited for the football game,1185,0
STU00927,79.4,50.61,70.2,0,8,-0.96,Struggling with math,857,1
STU00928,97.48,57.86,73.71,0,5,-0.48,Too much pressure,947,1
STU00929,76.94,69.62,100.0,0,4,0.16,Homework was easy,1196,0
STU00930,73.11,36.0,62.56,0,7,-0.97,Struggling with math,672,1
STU00931,80.53,86.06,72.86,0,1,0.82,Excited for the football game,1224,0
STU00932,94.61,69.78,64.74,0,10,0.43,Excited for the football game,1021,0
STU00933,83.57,59.36,45.28,0,7,-0.59,Nobody wants to talk to me,820,1
STU00934,63.94,84.35,72.59,0,4,0.6,I feel great today,1206,0
STU00935,68.9,32.34,59.67,2,3,-0.8,Too much pressure,621,1
STU00936,86.25,73.57,81.79,1,4,0.49,Class was fun,1144,0
STU00937,78.36,44.57,88.11,0,2,0.13,Struggling with math,886,0
STU00938,90.61,53.93,91.69,0,2,-0.21,Feeling very overwhelmed,997,0
STU00939,64.16,76.44,65.19,0,3,0.06,Love my teachers,1090,0
STU00940,87.21,73.0,54.81,2,31,-1.0,I feel lonely during lunch,1004,1
STU00941,94.46,89.24,71.19,0,0,0.67,Love my teachers,1248,0
STU00942,91.54,71.81,72.64,1,0,-0.07,Class was fun,1081,0
STU00943,86.48,69.5,73.22,0,5,0.98,Class was fun,1061,0
STU00944,88.1,78.03,81.85,0,9,0.45,Class was fun,1189,0
STU00945,84.51,68.49,67.96,0,2,0.3,Love my teachers,1024,0
STU00946,76.19,55.19,80.35,0,15,0.01,So tired and stressed out,953,0
STU00947,95.26,66.69,76.19,0,0,0.79,Excited for the football game,1047,0
STU00948,86.83,64.17,54.98,0,12,-0.19,Too much pressure,916,0
STU00949,89.09,66.35,65.7,0,6,0.07,Had a good day at school,992,0
STU00950,76.43,77.42,61.47,0,11,1.0,Had a good day at school,1081,0
STU00951,97.18,83.06,84.37,1,1,0.43,Had a good day at school,1252,0
STU00952,55.17,48.04,75.63,0,0,-0.92,Struggling with math,858,1
STU00953,74.45,76.94,80.07,0,5,0.99,I feel great today,1169,0
STU00954,85.27,55.76,75.53,0,7,-0.68,Nobody wants to talk to me,935,1
STU00955,83.96,85.2,71.47,0,2,0.03,Excited for the football game,1209,0
STU00956,73.96,86.57,81.5,1,1,0.36,Class was fun,1273,0
STU00957,82.7,54.2,88.86,1,2,-0.78,Struggling with math,986,1
STU00958,77.65,64.43,80.12,0,1,0.91,Class was fun,1044,0
STU00959,97.99,80.92,52.15,1,2,-0.72,Struggling with math,1069,1
STU00960,93.21,77.95,80.84,0,5,0.97,I feel great today,1183,0
STU00961,86.67,57.77,89.24,0,4,-0.42,Too much pressure,1023,0
STU00962,57.13,76.96,65.17,0,6,0.5,Had a good day at school,1095,0
STU00963,91.13,76.9,88.83,0,2,0.82,Class was fun,1213,0
STU00964,63.62,57.03,62.9,0,0,-0.61,Struggling with math,884,1
STU00965,89.66,53.32,76.63,0,3,0.11,Feeling very overwhelmed,916,0
STU00966,72.99,86.86,73.86,1,5,0.21,I feel great today,1237,0
STU00967,43.18,79.48,60.57,0,1,0.41,Had a good day at school,1097,0
STU00968,67.1,84.83,74.0,0,4,0.32,Excited for the football game,1218,0
STU00969,84.59,49.83,70.27,0,6,-0.96,Too much pressure,849,1
STU00970,86.84,73.02,79.26,0,9,0.1,Class was fun,1126,0
STU00971,91.22,83.47,78.48,0,0,0.68,Love my teachers,1227,0
STU00972,95.98,86.96,61.34,1,0,0.46,Homework was easy,1176,0
STU00973,84.0,36.28,78.86,1,1,-0.96,Feeling very overwhelmed,757,1
STU00974,78.25,80.64,68.01,1,1,-0.07,I feel great today,1146,0
STU00975,85.44,37.07,66.94,0,2,-0.1,I feel lonely during lunch,705,1
STU00976,79.76,94.47,80.49,1,2,0.8,Excited for the football game,1347,0
STU00977,91.53,48.45,100.0,0,2,-0.81,So tired and stressed out,984,1
STU00978,62.9,42.62,76.51,1,5,-0.72,So tired and stressed out,808,1
STU00979,83.68,82.89,92.45,0,2,0.65,Homework was easy,1291,0
STU00980,94.52,78.07,83.13,1,0,0.46,Excited for the football game,1196,0
STU00981,83.52,79.31,70.61,0,9,0.8,Class was fun,1146,0
STU00982,96.99,78.34,66.72,1,1,0.36,I feel great today,1117,0
STU00983,62.19,54.09,49.99,0,8,-0.52,Struggling with math,790,1
STU00984,91.18,76.94,57.83,0,3,0.94,Homework was easy,1058,0
STU00985,66.83,78.82,51.26,0,0,-0.84,Feeling very overwhelmed,1044,1
STU00986,91.33,86.06,47.5,0,1,-0.94,Feeling very overwhelmed,1098,1
STU00987,82.16,47.38,63.0,0,4,0.07,So tired and stressed out,788,0
STU00988,82.23,81.54,52.27,1,3,-0.51,So tired and stressed out,1076,1
STU00989,65.15,56.71,63.45,0,3,-0.23,Feeling very overwhelmed,884,1
STU00990,83.36,47.89,99.73,1,2,-0.76,I feel lonely during lunch,977,1
STU00991,93.21,65.19,74.03,0,11,0.83,Love my teachers,1022,0
STU00992,86.33,80.3,75.52,1,4,0.98,Love my teachers,1180,0
STU00993,87.81,76.51,62.03,1,1,-0.05,I feel great today,1075,0
STU00994,80.34,63.3,61.62,1,1,0.05,Class was fun,941,0
STU00995,88.01,86.22,83.65,3,1,0.05,Class was fun,1280,1
STU00996,88.62,55.84,70.43,0,5,-0.89,I feel lonely during lunch,910,1
STU00997,90.1,84.79,65.76,0,1,0.78,Excited for the football game,1176,0
STU00998,93.95,52.72,66.46,0,8,-0.08,Feeling very overwhelmed,859,0
STU00999,68.94,73.19,64.37,0,6,-0.1,Class was fun,1053,0
STU01000,74.74,73.4,75.99,1,11,-0.19,I feel great today,1113,1
STU01001,67.95,81.78,62.71,1,1,0.01,Had a good day at school,1131,0
STU01002,62.83,59.26,74.1,0,1,-0.41,So tired and stressed out,963,1
STU01003,84.23,46.14,58.66,1,6,-0.85,I feel lonely during lunch,754,1
STU01004,67.18,82.6,77.98,0,1,0.84,Had a good day at school,1215,0
STU01005,81.59,88.35,61.83,0,5,0.76,Had a good day at school,1192,0
STU01006,95.79,90.73,75.34,0,5,0.94,Class was fun,1284,0
STU01007,48.58,64.35,82.06,0,5,0.72,Had a good day at school,1053,0
STU01008,68.33,58.67,70.74,1,9,-0.38,So tired and stressed out,940,1
STU01009,83.95,64.31,77.34,1,6,0.91,Homework was easy,1029,0
STU01010,76.74,85.43,53.98,1,19,-0.26,So tired and stressed out,1124,1
STU01011,75.98,81.69,66.16,0,1,0.9,Excited for the football game,1147,0
STU01012,89.56,79.32,81.66,1,7,0.67,Had a good day at school,1201,0
STU01013,90.65,70.17,77.7,0,2,-0.19,Homework was easy,1090,0
STU01014,82.97,70.87,59.88,0,9,0.31,Excited for the football game,1008,0
STU01015,84.55,81.21,72.6,0,3,0.98,Had a good day at school,1175,0
STU01016,87.55,70.4,70.93,0,1,0.5,Had a good day at school,1058,0
STU01017,95.89,80.87,80.34,1,2,0.43,I feel great today,1210,0
STU01018,81.35,86.0,93.75,0,1,0.82,Had a good day at school,1328,0
STU01019,88.03,20.26,74.26,1,3,-0.78,Too much pressure,573,1
STU01020,68.19,92.13,78.17,1,1,0.35,I feel great today,1312,0
STU01021,63.03,64.23,88.12,0,18,0.63,Class was fun,1082,0
STU01022,75.61,84.68,86.71,0,8,-0.07,Love my teachers,1280,0
STU01023,70.41,79.38,61.01,0,2,0.61,Class was fun,1098,0
STU01024,93.13,74.87,70.09,0,6,0.17,Excited for the football game,1099,0
STU01025,81.92,88.63,100.0,0,1,-0.03,Love my teachers,1386,0
STU01026,72.51,66.0,81.12,0,9,-0.18,I feel great today,1065,0
STU01027,77.85,80.96,87.04,2,4,-0.11,Class was fun,1244,1
STU01028,87.47,89.59,96.33,1,4,0.3,Class was fun,1377,0
STU01029,89.45,66.52,78.32,1,5,0.35,Class was fun,1056,0
STU01030,76.99,69.24,55.06,1,3,0.43,Had a good day at school,967,0
STU01031,57.47,53.72,75.91,0,8,0.07,Feeling very overwhelmed,916,0
STU01032,45.19,74.07,93.4,0,9,0.38,Class was fun,1207,0
STU01033,79.48,80.26,81.43,0,14,-0.13,I feel great today,1209,0
STU01034,85.7,69.92,68.71,0,3,0.76,Homework was easy,1042,0
STU01035,84.83,41.77,79.52,0,7,-0.98,So tired and stressed out,815,1
STU01036,76.69,84.21,80.76,0,1,0.37,Love my teachers,1245,0
STU01037,70.48,74.82,92.67,0,0,-0.14,Had a good day at school,1211,0
STU01038,79.63,72.59,86.23,0,0,-0.03,Homework was easy,1157,0
STU01039,89.88,58.54,59.58,0,0,-0.45,Struggling with math,883,1
STU01040,88.36,58.97,70.67,2,9,-0.91,Feeling very overwhelmed,943,1
STU01041,83.75,70.87,84.67,1,5,0.17,Class was fun,1132,0
STU01042,80.85,72.32,79.11,0,2,0.16,Excited for the football game,1118,0
STU01043,90.28,77.19,69.24,0,4,0.77,Love my teachers,1118,0
STU01044,65.02,54.63,91.44,0,17,-0.76,Struggling with math,1003,1
STU01045,74.92,85.52,64.66,2,9,0.9,Love my teachers,1178,0
STU01046,87.37,88.36,53.45,1,2,0.07,So tired and stressed out,1150,0
STU01047,82.06,76.95,69.02,0,7,0.96,I feel great today,1114,0
STU01048,66.74,75.52,78.67,1,9,0.27,Love my teachers,1148,0
STU01049,89.77,65.91,72.47,0,0,0.8,Class was fun,1021,0
STU01050,90.61,44.79,67.29,1,0,-0.37,Struggling with math,784,1
STU01051,49.78,63.13,77.16,0,1,0.27,Love my teachers,1017,0
STU01052,93.9,83.64,74.76,0,2,0.23,Had a good day at school,1210,0
STU01053,51.45,23.47,74.18,0,1,0.04,Too much pressure,605,1
STU01054,89.86,86.79,90.95,0,1,-0.05,Class was fun,1322,0
STU01055,92.71,52.52,80.2,0,0,-0.44,So tired and stressed out,926,1
STU01056,64.72,68.88,75.61,1,2,0.98,I feel great today,1066,0
STU01057,88.82,93.84,61.78,0,20,0.02,Had a good day at school,1247,0
STU01058,74.65,57.39,69.29,0,1,-0.08,Nobody wants to talk to me,920,0
STU01059,70.05,68.15,70.78,0,3,0.86,Love my teachers,1035,0
STU01060,93.17,58.61,90.8,0,1,-0.21,Nobody wants to talk to me,1040,0
STU01061,50.41,87.25,79.76,0,6,0.57,Excited for the football game,1271,0
STU01062,86.99,51.1,77.23,0,3,-0.55,Nobody wants to talk to me,897,1
STU01063,75.4,65.22,81.1,0,0,0.45,I feel great today,1057,0
STU01064,93.32,78.7,81.84,0,10,0.43,I feel great today,1196,0
STU01065,85.42,59.29,66.37,0,8,-0.77,Nobody wants to talk to me,924,1
STU01066,72.72,81.08,100.0,1,3,0.37,Excited for the football game,1310,0
STU01067,88.7,61.57,52.1,2,2,-0.26,I feel lonely during lunch,876,1
STU01068,88.68,59.84,80.51,0,0,0.07,Too much pressure,1000,0
STU01069,83.14,81.1,72.83,0,4,-0.07,Had a good day at school,1175,0
STU01070,94.94,53.14,75.71,1,2,0.11,Struggling with math,909,0
STU01071,75.16,52.46,39.4,0,1,-0.98,So tired and stressed out,721,1
STU01072,87.7,60.96,78.2,0,13,0.35,I feel great today,1000,0
STU01073,75.31,87.07,67.91,0,16,0.77,Homework was easy,1210,0
STU01074,90.13,89.49,59.1,0,2,-0.18,Love my teachers,1190,0
STU01075,96.12,38.09,75.94,1,3,-0.03,Struggling with math,760,1
STU01076,93.21,58.31,60.01,0,8,-0.06,Too much pressure,883,0
STU01077,77.91,61.14,85.14,0,9,0.4,Homework was easy,1037,0
STU01078,67.07,59.34,76.24,0,0,-0.5,Struggling with math,974,1
STU01079,96.48,63.15,75.78,0,0,0.78,Had a good day at school,1010,0
STU01080,94.89,57.91,77.81,0,0,-0.05,I feel lonely during lunch,968,0
STU01081,84.06,79.37,72.28,0,1,0.66,Homework was easy,1155,0
STU01082,63.41,72.95,56.16,0,7,0.24,Homework was easy,1010,0
STU01083,71.76,59.68,100.0,1,0,-0.48,Feeling very overwhelmed,1096,1
STU01084,92.5,70.25,57.83,0,2,-0.03,Had a good day at school,991,0
STU01085,82.68,81.17,77.78,0,4,0.66,I feel great today,1200,0
STU01086,48.03,85.17,95.75,1,1,-0.0,Homework was easy,1330,0
STU01087,46.42,90.53,85.51,1,7,0.34,Love my teachers,1332,0
STU01088,77.72,64.16,83.68,0,0,0.62,Excited for the football game,1060,0
STU01089,70.3,78.13,67.6,0,3,0.04,Had a good day at school,1119,0
STU01090,77.95,81.81,84.22,0,7,-0.08,Excited for the football game,1239,0
STU01091,65.03,52.16,76.83,1,8,-0.54,Feeling very overwhelmed,905,1
STU01092,87.68,71.13,50.68,0,10,-0.07,Feeling very overwhelmed,964,0
STU01093,78.46,88.84,83.89,0,0,-0.09,Class was fun,1307,0
STU01094,82.93,57.55,81.66,0,13,-0.37,Too much pressure,983,0
STU01095,81.85,93.96,67.82,0,0,0.77,Had a good day at school,1278,0
STU01096,92.74,39.47,51.84,0,5,-0.97,I feel lonely during lunch,653,1
STU01097,68.11,51.91,54.75,1,11,-0.99,Feeling very overwhelmed,792,1
STU01098,89.46,79.7,100.0,0,1,0.57,Love my teachers,1297,0
STU01099,87.65,81.58,78.13,0,1,0.78,Excited for the football game,1206,0
STU01100,64.69,68.15,80.51,0,3,0.62,Had a good day at school,1084,0
STU01101,95.83,97.29,65.02,0,1,0.5,I feel great today,1298,0
STU01102,88.79,89.55,63.12,0,0,0.01,Class was fun,1211,0
STU01103,63.35,97.0,63.41,0,2,0.78,Homework was easy,1287,0
STU01104,74.34,77.95,71.59,0,7,0.72,Had a good day at school,1137,0
STU01105,71.78,70.47,68.73,4,0,-0.02,Love my teachers,1048,1
STU01106,65.01,61.83,63.64,0,2,-0.18,Homework was easy,936,0
STU01107,80.14,73.71,67.24,0,3,0.04,Excited for the football game,1073,0
STU01108,79.57,66.38,88.89,1,3,0.56,Class was fun,1108,0
STU01109,84.05,38.42,44.32,0,2,0.16,I feel lonely during lunch,605,0
STU01110,57.52,41.14,82.06,0,8,-0.16,So tired and stressed out,821,1
STU01111,57.27,90.66,73.55,0,0,0.52,Love my teachers,1274,0
STU01112,69.78,84.85,72.1,0,5,0.0,Homework was easy,1209,0
STU01113,90.43,68.26,97.74,0,1,0.36,I feel great today,1171,0
STU01114,87.71,53.66,100.0,1,7,-0.28,So tired and stressed out,1036,1
STU01115,95.72,65.27,88.35,0,1,0.55,Excited for the football game,1094,0
STU01116,55.4,66.07,71.05,0,9,0.93,Homework was easy,1015,0
STU01117,91.91,60.12,71.32,2,2,0.76,Excited for the football game,957,0
STU01118,87.3,62.47,64.06,0,1,0.7,Excited for the football game,945,0
STU01119,89.57,79.79,61.91,0,1,0.62,Love my teachers,1107,0
STU01120,93.17,63.34,77.82,0,6,0.33,I feel great today,1022,0
STU01121,83.28,92.82,68.49,0,2,0.23,Class was fun,1270,0
STU01122,65.38,86.76,81.16,0,8,0.24,Excited for the football game,1273,0
STU01123,86.04,71.11,81.08,1,0,0.41,Homework was easy,1116,0
STU01124,86.84,87.15,86.54,1,0,0.21,Love my teachers,1304,0
STU01125,96.02,56.13,69.8,0,0,0.03,So tired and stressed out,910,0
STU01126,80.97,73.1,58.7,0,7,0.87,Excited for the football game,1024,0
STU01127,90.43,43.36,65.84,1,9,-0.36,Too much pressure,762,1
STU01128,87.19,63.13,72.03,1,5,0.44,Homework was easy,991,0
STU01129,95.61,54.14,89.12,0,0,-0.03,I feel lonely during lunch,987,0
STU01130,68.88,84.25,56.92,1,1,0.08,I feel great today,1127,0
STU01131,91.39,54.31,77.25,0,4,-0.44,So tired and stressed out,929,1
STU01132,81.27,65.79,63.87,0,0,-0.16,I feel great today,977,0
STU01133,56.79,84.26,70.26,1,2,0.96,Excited for the football game,1193,0
STU01134,84.06,64.36,94.62,0,2,0.85,Excited for the football game,1116,0
STU01135,79.81,81.64,51.24,0,10,0.06,Struggling with math,1072,0
STU01136,92.28,50.49,74.14,0,8,-0.1,Feeling very overwhelmed,875,0
STU01137,85.43,69.51,66.26,0,1,0.27,Homework was easy,1026,0
STU01138,91.28,91.07,72.63,1,0,0.54,Had a good day at school,1273,0
STU01139,88.58,53.91,86.65,0,0,-0.09,Feeling very overwhelmed,972,0
STU01140,82.72,63.41,98.62,0,3,0.82,Love my teachers,1127,0
STU01141,70.18,81.49,51.98,0,4,-0.34,I feel lonely during lunch,1074,0
STU01142,81.44,80.17,67.18,0,1,0.71,Homework was easy,1137,0
STU01143,98.77,48.41,80.43,0,3,-0.06,So tired and stressed out,886,0
STU01144,83.86,56.43,72.38,0,1,-0.86,Feeling very overwhelmed,926,1
STU01145,97.19,86.69,66.63,0,1,0.88,Class was fun,1200,0
STU01146,62.75,85.64,84.95,0,2,0.1,Had a good day at school,1281,0
STU01147,90.45,60.78,68.24,1,0,0.39,Excited for the football game,949,0
STU01148,92.88,81.87,71.54,0,0,-0.14,Had a good day at school,1176,0
STU01149,81.6,71.97,79.21,0,1,0.16,Homework was easy,1115,0
STU01150,89.8,83.16,73.37,0,11,0.39,Love my teachers,1198,0
STU01151,84.22,78.74,72.78,0,5,-0.01,Homework was easy,1151,0
STU01152,84.94,62.57,69.68,1,1,0.48,I feel great today,974,0
STU01153,89.07,24.48,51.13,0,6,-0.75,Nobody wants to talk to me,500,1
STU01154,80.33,32.75,75.01,0,2,-0.18,Struggling with math,702,1
STU01155,86.73,73.91,70.72,0,13,0.71,Had a good day at school,1092,0
STU01156,94.68,61.75,77.87,0,2,-0.18,Class was fun,1006,0
STU01157,68.52,80.16,73.93,0,1,0.85,Excited for the football game,1171,0
STU01158,72.28,79.97,78.3,0,7,0.94,Homework was easy,1191,0
STU01159,88.83,67.55,76.03,1,1,0.6,Love my teachers,1055,0
STU01160,87.92,86.73,84.04,1,9,0.01,Homework was easy,1287,0
STU01161,92.76,60.75,64.93,0,2,0.96,I feel great today,932,0
STU01162,84.26,68.67,73.21,0,3,0.26,I feel great today,1052,0
STU01163,86.76,51.09,75.32,2,5,-0.87,Too much pressure,887,1
STU01164,89.83,52.17,79.96,0,6,-0.34,I feel lonely during lunch,921,0
STU01165,75.87,83.28,86.21,1,4,0.72,Class was fun,1263,0
STU01166,63.14,67.67,70.2,0,0,-0.05,Love my teachers,1027,0
STU01167,80.25,62.14,55.53,2,1,-0.11,Class was fun,899,1
STU01168,65.17,70.46,80.74,0,4,0.63,Excited for the football game,1108,0
STU01169,99.01,75.41,76.55,0,7,0.19,Had a good day at school,1136,0
STU01170,89.15,66.01,72.79,0,1,0.8,I feel great today,1024,0
